Data,Hora_Jg,Liga,rodada,casa,fora,Met_final,Confianca_regra,CS%_Ca,CS%_Fo,Ht_CS%_Gral_Ca,Ht_CS%_Ca,Ht_CS%_Gral_Fo,Ht_CS%_Fo,%Pri_Mark_Gral_Ca,%Pri_Mark_Ca,%Pri_Mark_Gral_Fo,%Pri_Mark_Fo,Delta_Share,Delta_ScoreS,xG_Saldo_Ca,xG_Saldo_Fo,%V_Ca,%E_Ca,%D_Ca,%V_Fo,%E_Fo,%D_Fo,Pos_lga_Gl_Ca,Pos_lga_Gl_Fo,Pos_lga_Ca,Pos_lga_Fo,Over25%_Ca,Over25%_Fo,AMB%_Ca,AMB%_Fo,jgs_Ca,jgs_Fo,Score%_Ca,Score%_Fo,Risco_Emp,Over25_mean,AMB_mean,Amostra_min,xG_Total,BC_h1_vitoria,BC_h2_derrota_fo,BC_h3_score,BC_h4_empate,BC_h5_amostra,BC_hard_ok,BC_hard_pts,BC_s1_share,BC_s2_scores,BC_s3_cs,BC_s4_xg,BC_soft_pts,BC_score,BF_h1_vitoria,BF_h2_derrota_ca,BF_h3_score,BF_h4_empate,BF_h5_amostra,BF_hard_ok,BF_hard_pts,BF_s1_share,BF_s2_scores,BF_s3_cs,BF_s4_xg,BF_soft_pts,BF_score,OV_h1_over25,OV_h2_amb,OV_h3_defesas,OV_hard_ok,OV_hard_pts,OV_s1_xg_total,OV_s2_equilibrio,OV_soft_pts,OV_score,BTTS_h1_amb,BTTS_h2_over,BTTS_h3_defesas,BTTS_hard_ok,BTTS_hard_pts,BTTS_s1_xg_duplo,BTTS_s2_historico,BTTS_soft_pts,BTTS_score,Diff_Pos,Forma_Ca,Forma_Fo,BC_score_norm,BF_score_norm,OV_score_norm,BTTS_score_norm,Met_sugerido,Lado_Ap,Score_Escolhido,Confianca,Alertas,IVR_Base,IVR_Total,Classificacao_IVR,Stake_Sugerida,Alerta_IVR,Explicacao_IVR
2026-03-07,11:30,Alemanha_1,25,RB Leipzig,Augsburg,Back_Casa,Alta,0.33,0.0,0.71,0.75,0.5,0.36,0.79,0.92,0.46,0.36,0.19999999999999996,1.4899999999999998,0.6199999999999999,-0.07000000000000006,0.58,0.17,0.25,0.27,0.09,0.64,5,9,7,11,0.75,0.73,0.67,0.64,12,11,1.22,0.52,0.17,0.74,0.655,11,2.69,True,True,True,True,True,True,10,True,True,True,True,4,14,False,False,False,True,True,False,4,False,False,False,False,0,-1,True,True,True,True,6,True,False,1,7,True,True,True,True,6,False,True,1,7,4,0.32999999999999996,-0.37,12.25,-1.0,12.25,12.25,Back_Casa,Casa,12.25,Muito_Alta,✓ Sem alertas,12.25,13.14325,CONFIANÇA MÉDIA,1.0,✓ Sem alertas,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.26 | Ajuste_xG=+0.22 | Ajuste_CS_1X2=+0.63 | Penal_risco_emp=-0.21 | IVR_Total=13.14
2026-03-07,12:00,Inglaterra_2,36,Swansea City,Stoke City,Sem_Entrada,—,0.33,0.39,0.46,0.39,0.71,0.67,0.43,0.61,0.49,0.44,0.08000000000000002,0.5900000000000003,0.25,-0.3899999999999999,0.5,0.28,0.22,0.33,0.22,0.44,16,14,5,11,0.44,0.33,0.61,0.28,18,18,0.94,0.55,0.28,0.385,0.445,18,2.6399999999999997,True,True,True,True,True,True,10,True,True,True,True,4,15,False,False,False,True,True,False,4,False,False,True,False,1,-1,False,False,False,False,0,True,True,2,-1,False,False,True,False,2,False,False,0,-1,6,0.28,-0.10999999999999999,13.125,-1.0,-1.0,-1.0,Back_Casa,Casa,13.125,Muito_Alta,✓ Sem alertas,13.125,13.101750000000001,CONFIANÇA MÉDIA,1.0,⚠️ CS alto do adversário (0.39 ≥ 0.20) | ✓ Sem alertas,Base(Score_Escolhido)=13.12 | Ajuste_deltas=+0.10 | Ajuste_xG=+0.09 | Ajuste_CS_1X2=+0.14 | Penal_risco_emp=-0.35 | IVR_Total=13.10
2026-03-07,11:00,Italia_2,29,Spezia,Monza,Back_Fora,Alta,0.21,0.36,0.39,0.29,0.68,0.64,0.46,0.43,0.61,0.57,-0.10000000000000003,-0.81,-0.07000000000000006,0.05999999999999983,0.21,0.29,0.5,0.5,0.29,0.21,19,2,20,2,0.29,0.43,0.5,0.5,14,14,0.42,1.0,0.29,0.36,0.5,14,2.13,False,False,False,True,True,False,4,False,False,True,False,1,-1,True,True,True,True,True,True,10,True,True,True,True,4,15,False,True,False,False,2,False,True,1,-1,False,False,True,False,2,False,True,1,-1,-18,-0.29000000000000004,0.29000000000000004,-1.0,13.125,-1.0,-1.0,Back_Fora,Fora,13.125,Muito_Alta,✓ Sem alertas,13.125,13.05725,CONFIANÇA MÉDIA,1.0,⚠️ CS alto do adversário (0.21 ≥ 0.20) | ⚠️ Mismatch posição geral (diff=17) | ✓ Sem alertas,Base(Score_Escolhido)=13.12 | Ajuste_deltas=+0.14 | Ajuste_CS_1X2=+0.14 | Penal_risco_emp=-0.36 | IVR_Total=13.06
2026-03-08,14:00,Italia_1,28,Genoa,Roma,Back_Fora,Alta,0.29,0.38,0.56,0.43,0.74,0.62,0.44,0.36,0.63,0.54,-0.06000000000000005,-0.4399999999999995,0.09000000000000008,0.1499999999999999,0.29,0.29,0.43,0.54,0.08,0.38,15,4,14,5,0.57,0.31,0.43,0.31,14,13,0.6699999999999999,0.97,0.29,0.43999999999999995,0.37,13,2.24,False,False,False,True,True,False,4,False,False,True,True,2,-1,True,True,True,True,True,True,10,True,True,True,True,4,15,False,False,False,False,0,False,True,1,-1,False,False,True,False,2,True,False,1,-1,-9,-0.14,0.16000000000000003,-1.0,13.125,-1.0,-1.0,Back_Fora,Fora,13.125,Muito_Alta,✓ Sem alertas,13.125,13.0285,CONFIANÇA MÉDIA,1.0,⚠️ CS alto do adversário (0.29 ≥ 0.20) | ⚠️ Mismatch posição geral (diff=11) | ✓ Sem alertas,Base(Score_Escolhido)=13.12 | Ajuste_deltas=+0.08 | Ajuste_xG=+0.05 | Ajuste_CS_1X2=+0.14 | Penal_risco_emp=-0.36 | IVR_Total=13.03
2026-03-16,17:00,Inglaterra_1,30,Brentford,Wolverhampton Wanderers,Back_Casa,Alta,0.21,0.07,0.52,0.57,0.47,0.43,0.55,0.57,0.2,0.07,0.24,1.5100000000000002,-0.05999999999999983,-0.77,0.5,0.29,0.21,0.0,0.29,0.71,7,20,9,20,0.5,0.29,0.57,0.36,14,14,1.21,0.21,0.29,0.395,0.46499999999999997,14,2.83,True,True,True,True,True,True,10,True,True,True,False,3,14,False,False,False,True,True,False,4,False,False,False,False,0,-1,False,False,True,False,2,True,False,1,-1,False,False,True,False,2,False,False,0,-1,11,0.29000000000000004,-0.71,12.25,-1.0,-1.0,-1.0,Back_Casa,Casa,12.25,Muito_Alta,✓ Sem alertas,12.25,12.771749999999999,CONFIANÇA MÉDIA,1.0,⚠️ Mismatch posição geral (diff=-13) | ✓ Sem alertas,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.27 | Ajuste_CS_1X2=+0.63 | Penal_risco_emp=-0.36 | IVR_Total=12.77
2026-03-08,11:00,Grecia_1,24,Asteras Tripolis,Panserraikos,Sem_Entrada,—,0.18,0.0,0.39,0.45,0.3,0.18,0.35,0.64,0.09,0.0,0.37999999999999995,1.8099999999999998,-0.17999999999999994,-1.5100000000000002,0.18,0.45,0.36,0.0,0.18,0.82,13,14,10,14,0.55,0.73,0.55,0.45,11,11,1.0,0.36,0.45,0.64,0.5,11,3.6900000000000004,False,True,True,False,True,False,6,True,True,False,False,2,-1,False,True,False,False,True,False,4,False,False,False,False,0,-1,True,True,True,True,6,True,False,1,7,False,True,True,False,4,False,False,0,-1,4,-0.18,-0.82,-1.0,-1.0,12.25,-1.0,Over_25,Over_2.5,12.25,Média,⚠️ Risco empate 45%,12.25,12.732625,CONFIANÇA MÉDIA,1.0,⚠️ Risco empate 45%,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.36 | Ajuste_xG=+0.30 | Penal_risco_emp=-0.14 | IVR_Total=12.73
2026-03-07,16:45,Italia_1,28,Juventus,Pisa,Over_25,Alta,0.38,0.08,0.52,0.46,0.52,0.31,0.52,0.46,0.26,0.46,0.32,2.3599999999999994,1.0999999999999999,-0.8499999999999999,0.54,0.38,0.08,0.0,0.62,0.38,6,19,6,19,0.54,0.62,0.54,0.69,13,13,0.92,0.08,0.62,0.5800000000000001,0.615,13,3.9499999999999997,True,False,True,False,True,False,6,True,True,True,True,4,-1,False,False,False,False,True,False,2,False,False,False,False,0,-1,True,True,False,False,4,True,False,1,-1,True,True,True,True,6,False,True,1,7,13,0.46,-0.38,-1.0,-1.0,-1.0,12.25,BTTS,Ambas_Marcam,12.25,Média,⚠️ Risco empate 62%,12.25,12.62625,CONFIANÇA MÉDIA,1.0,⚠️ Risco empate 62%,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.36 | Ajuste_xG=+0.30 | Penal_risco_emp=-0.19 | Penal_CS_OverBTTS=-0.09 | IVR_Total=12.63
2026-03-08,08:15,Holanda_1,26,Sparta Rotterdam,PEC Zwolle,Sem_Entrada,—,0.33,0.08,0.6,0.67,0.36,0.15,0.56,0.67,0.56,0.54,0.19999999999999996,1.1600000000000001,-0.51,-1.1099999999999999,0.42,0.25,0.33,0.08,0.38,0.54,7,13,13,15,0.42,0.77,0.42,0.92,12,13,0.96,0.41000000000000003,0.38,0.595,0.67,12,3.62,False,True,True,False,True,False,6,True,True,True,False,3,-1,False,False,False,False,True,False,2,False,False,False,False,0,-1,True,True,True,True,6,True,False,1,7,True,True,True,True,6,False,False,0,6,2,0.08999999999999997,-0.46,-1.0,-1.0,12.25,10.5,Over_25,Over_2.5,12.25,Média,⚠️ Risco empate 38%,12.25,12.56425,CONFIANÇA MÉDIA,1.0,⚠️ Risco empate 38%,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.21 | Ajuste_xG=+0.30 | Penal_risco_emp=-0.12 | Penal_CS_OverBTTS=-0.08 | IVR_Total=12.56
2026-03-07,13:15,Croacia_1,25,Lokomotiva Zagreb,Varaždin,Back_Casa,Alta,0.25,0.17,0.42,0.42,0.46,0.58,0.5,0.58,0.29,0.33,0.10000000000000003,0.73,0.010000000000000009,-0.47,0.5,0.25,0.25,0.33,0.17,0.5,7,5,5,3,0.58,0.5,0.75,0.58,12,12,1.0,0.5800000000000001,0.25,0.54,0.665,12,2.48,True,True,True,True,True,True,10,True,True,True,True,4,14,False,False,False,True,True,False,4,False,False,True,False,1,-1,False,True,True,False,4,True,True,2,-1,True,True,True,True,6,False,True,1,7,-2,0.25,-0.16999999999999998,12.25,-1.0,-1.0,12.25,Back_Casa,Casa,12.25,Muito_Alta,✓ Sem alertas,12.25,12.501750000000001,CONFIANÇA MÉDIA,1.0,✓ Sem alertas,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.13 | Ajuste_CS_1X2=+0.43 | Penal_risco_emp=-0.31 | IVR_Total=12.50
2026-03-08,07:30,Turquia_1,25,Gaziantep FK,Fatih Karagümrük,Sem_Entrada,—,0.08,0.0,0.46,0.33,0.42,0.25,0.46,0.42,0.25,0.17,0.18,1.08,0.33999999999999986,-0.47,0.33,0.25,0.42,0.08,0.08,0.83,9,18,11,18,0.75,0.75,0.67,0.67,12,12,1.16,0.5,0.25,0.75,0.67,12,2.8099999999999996,False,True,True,True,True,False,8,True,True,False,True,3,-1,False,True,False,True,True,False,6,False,False,False,False,0,-1,True,True,True,True,6,True,False,1,7,True,True,True,True,6,False,True,1,7,7,-0.08999999999999997,-0.75,-1.0,-1.0,12.25,12.25,Over_25,Over_2.5,12.25,Média,✓ Sem alertas,12.25,12.456375,CONFIANÇA MÉDIA,1.0,✓ Sem alertas,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.20 | Ajuste_xG=+0.10 | Penal_risco_emp=-0.08 | IVR_Total=12.46
2026-03-08,09:30,Hungria_1,25,MTK,Diósgyőr,Back_Casa,Alta,0.33,0.0,0.29,0.33,0.58,0.42,0.42,0.5,0.63,0.58,0.19999999999999996,1.2200000000000002,-0.1100000000000001,-0.6400000000000001,0.42,0.17,0.42,0.17,0.17,0.67,10,11,6,11,0.83,0.75,0.67,0.75,12,12,1.09,0.59,0.17,0.79,0.71,12,2.75,False,True,True,True,True,False,8,True,True,True,False,3,-1,False,True,False,True,True,False,6,False,False,False,False,0,-1,True,True,True,True,6,True,False,1,7,True,True,True,True,6,False,True,1,7,5,0.0,-0.5,-1.0,-1.0,12.25,12.25,Over_25,Over_2.5,12.25,Média,✓ Sem alertas,12.25,12.440875,CONFIANÇA MÉDIA,1.0,✓ Sem alertas,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.22 | Ajuste_xG=+0.09 | Penal_risco_emp=-0.05 | Penal_CS_OverBTTS=-0.07 | IVR_Total=12.44
2026-03-07,05:35,Australia_1,20,Sydney FC,Melbourne Victory FC,Back_Casa,Alta,0.5,0.3,0.68,0.63,0.42,0.4,0.47,0.75,0.47,0.4,0.10000000000000003,0.9000000000000004,0.5699999999999998,0.41999999999999993,0.63,0.13,0.25,0.4,0.1,0.5,3,5,3,4,0.38,0.5,0.38,0.4,8,10,1.13,0.65,0.13,0.44,0.39,8,2.9899999999999998,True,True,True,True,True,True,10,True,True,True,True,4,14,True,False,False,True,True,False,6,False,False,True,True,2,-1,False,False,False,False,0,True,True,2,-1,False,False,False,False,0,True,False,1,-1,1,0.38,-0.09999999999999998,12.25,-1.0,-1.0,-1.0,Back_Casa,Casa,12.25,Alta,✓ Sem alertas,12.25,12.412,CONFIANÇA MÉDIA,1.0,⚠️ Amostra baixa (Amostra_min=8) | ⚠️ CS alto do adversário (0.30 ≥ 0.20) | ✓ Sem alertas,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.15 | Ajuste_xG=+0.20 | Ajuste_CS_1X2=+0.14 | Penal_risco_emp=-0.16 | Penal_amostra=-0.16 | IVR_Total=12.41
2026-03-08,09:30,Alemanha_3,28,Waldhof Mannheim,Havelse,Back_Casa,Alta,0.15,0.08,0.44,0.46,0.41,0.46,0.41,0.46,0.37,0.31,0.19999999999999996,1.19,0.050000000000000044,-0.6500000000000001,0.54,0.15,0.31,0.08,0.31,0.62,9,19,10,19,0.77,0.62,0.62,0.85,13,13,1.1600000000000001,0.39,0.31,0.6950000000000001,0.735,13,2.7,True,True,True,False,True,False,8,True,True,False,True,3,-1,False,False,False,False,True,False,2,False,False,False,False,0,-1,True,True,True,True,6,True,False,1,7,True,True,True,True,6,False,True,1,7,9,0.23000000000000004,-0.54,-1.0,-1.0,12.25,12.25,Over_25,Over_2.5,12.25,Média,✓ Sem alertas,12.25,12.400875,CONFIANÇA MÉDIA,1.0,✓ Sem alertas,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.22 | Ajuste_xG=+0.08 | Penal_risco_emp=-0.10 | IVR_Total=12.40
2026-03-07,17:30,Portugal_1,25,GD Estoril Praia,Casa Pia,Back_Casa,Alta,0.08,0.25,0.42,0.42,0.46,0.42,0.46,0.42,0.29,0.25,0.15999999999999998,1.06,0.19999999999999996,-0.6499999999999999,0.5,0.33,0.17,0.25,0.17,0.58,8,13,6,10,0.58,0.58,0.75,0.33,12,12,1.08,0.42000000000000004,0.33,0.58,0.54,12,2.8499999999999996,True,True,True,False,True,False,8,True,True,False,True,3,-1,False,False,False,False,True,False,2,False,False,True,False,1,-1,True,True,True,True,6,True,False,1,7,False,True,True,False,4,False,False,0,-1,4,0.32999999999999996,-0.32999999999999996,-1.0,-1.0,12.25,-1.0,Over_25,Over_2.5,12.25,Média,✓ Sem alertas,12.25,12.381874999999999,CONFIANÇA MÉDIA,1.0,✓ Sem alertas,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.19 | Ajuste_xG=+0.11 | Penal_risco_emp=-0.10 | Penal_CS_OverBTTS=-0.07 | IVR_Total=12.38
2026-03-07,11:30,Alemanha_1,25,Freiburg,Bayer Leverkusen,Over_25,Alta,0.18,0.0,0.58,0.45,0.48,0.18,0.42,0.55,0.61,0.45,0.13999999999999996,1.0,0.3600000000000001,-0.31999999999999984,0.64,0.27,0.09,0.45,0.18,0.36,8,6,5,6,0.73,0.64,0.82,0.64,11,11,1.0,0.54,0.27,0.685,0.73,11,2.6799999999999997,True,False,True,True,True,False,8,True,True,False,True,3,-1,True,False,False,True,True,False,6,False,False,False,False,0,-1,True,True,True,True,6,True,False,1,7,True,True,True,True,6,False,True,1,7,1,0.55,0.09000000000000002,-1.0,-1.0,12.25,12.25,Over_25,Over_2.5,12.25,Média,✓ Sem alertas,12.25,12.373625,CONFIANÇA MÉDIA,1.0,✓ Sem alertas,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.17 | Ajuste_xG=+0.07 | Penal_risco_emp=-0.08 | IVR_Total=12.37
2026-03-08,10:00,Turquia_1,25,Konyaspor,Kasımpaşa,Sem_Entrada,—,0.33,0.25,0.46,0.58,0.5,0.5,0.33,0.33,0.21,0.25,0.13999999999999996,0.9300000000000002,0.53,-0.67,0.25,0.42,0.33,0.25,0.25,0.5,14,16,12,11,0.42,0.58,0.58,0.58,12,12,0.75,0.5800000000000001,0.42,0.5,0.58,12,3.2,False,True,False,False,True,False,4,True,True,True,True,4,-1,False,False,False,False,True,False,2,False,False,True,False,1,-1,False,True,True,False,4,True,True,2,-1,True,True,True,True,6,False,True,1,7,-1,-0.08000000000000002,-0.25,-1.0,-1.0,-1.0,12.25,BTTS,Ambas_Marcam,12.25,Média,⚠️ Risco empate 42%,12.25,12.368,CONFIANÇA MÉDIA,1.0,⚠️ Risco empate 42%,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.17 | Ajuste_xG=+0.20 | Penal_risco_emp=-0.13 | Penal_CS_OverBTTS=-0.12 | IVR_Total=12.37
2026-03-15,13:30,Inglaterra_1,30,Liverpool,Tottenham Hotspur,Sem_Entrada,—,0.29,0.36,0.69,0.79,0.38,0.43,0.55,0.64,0.45,0.57,0.12000000000000005,0.9100000000000001,0.77,-0.3600000000000001,0.57,0.21,0.21,0.36,0.29,0.36,6,16,5,9,0.57,0.71,0.64,0.5,14,14,0.9299999999999999,0.57,0.29,0.6399999999999999,0.5700000000000001,14,3.13,True,False,True,True,True,False,8,True,True,True,True,4,-1,False,False,False,True,True,False,4,False,False,True,False,1,-1,True,True,False,False,4,True,True,2,-1,True,True,True,True,6,False,True,1,7,4,0.36,0.0,-1.0,-1.0,-1.0,12.25,BTTS,Ambas_Marcam,12.25,Média,✓ Sem alertas,12.25,12.367624999999999,CONFIANÇA MÉDIA,1.0,✓ Sem alertas,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.16 | Ajuste_xG=+0.18 | Penal_risco_emp=-0.09 | Penal_CS_OverBTTS=-0.13 | IVR_Total=12.37
2026-03-06,16:00,Holanda_2,30,Roda JC,PSV II,Sem_Entrada,—,0.36,0.07,0.41,0.5,0.55,0.36,0.45,0.5,0.69,0.5,0.13999999999999996,0.9699999999999998,0.29000000000000004,-0.6799999999999999,0.29,0.36,0.36,0.43,0.14,0.43,5,4,17,8,0.57,0.86,0.57,0.86,14,14,0.72,0.79,0.36,0.715,0.715,14,2.9699999999999998,False,True,False,False,True,False,4,True,True,True,True,4,-1,True,True,False,False,True,False,6,False,False,False,False,0,-1,True,True,False,False,4,True,True,2,-1,True,True,True,True,6,False,True,1,7,-9,-0.07,0.0,-1.0,-1.0,-1.0,12.25,BTTS,Ambas_Marcam,12.25,Média,⚠️ Risco empate 36%,12.25,12.364249999999998,CONFIANÇA MÉDIA,1.0,⚠️ Risco empate 36%,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.17 | Ajuste_xG=+0.14 | Penal_risco_emp=-0.11 | Penal_CS_OverBTTS=-0.09 | IVR_Total=12.36
2026-03-06,15:00,Alemanha_3,28,Viktoria Köln,1860 München,Sem_Entrada,—,0.43,0.23,0.56,0.71,0.37,0.31,0.48,0.5,0.48,0.38,0.12000000000000005,0.8699999999999997,0.24,-0.53,0.5,0.21,0.29,0.38,0.15,0.46,10,7,8,9,0.5,0.54,0.5,0.54,14,13,0.96,0.6699999999999999,0.21,0.52,0.52,13,2.77,True,True,True,True,True,True,10,True,True,True,True,4,14,False,False,False,True,True,False,4,False,False,True,False,1,-1,False,True,False,False,2,True,True,2,-1,False,True,False,False,2,False,True,1,-1,1,0.21000000000000002,-0.08000000000000002,12.25,-1.0,-1.0,-1.0,Back_Casa,Casa,12.25,Muito_Alta,✓ Sem alertas,12.25,12.35975,CONFIANÇA MÉDIA,1.0,⚠️ CS alto do adversário (0.23 ≥ 0.20) | ✓ Sem alertas,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.15 | Ajuste_xG=+0.08 | Ajuste_CS_1X2=+0.14 | Penal_risco_emp=-0.26 | IVR_Total=12.36
2026-03-08,12:30,Alemanha_3,28,MSV Duisburg,Saarbrucken,Amb_Sim,Alta,0.15,0.07,0.63,0.69,0.48,0.29,0.52,0.77,0.44,0.21,0.19999999999999996,1.4300000000000002,0.42999999999999994,-0.18999999999999995,0.69,0.31,0.0,0.07,0.5,0.43,3,16,1,17,0.69,0.36,0.85,0.64,13,14,1.1199999999999999,0.07,0.5,0.5249999999999999,0.745,13,2.62,True,True,True,False,True,False,8,True,True,False,True,3,-1,False,False,False,False,True,False,2,False,False,False,False,0,-1,False,True,True,False,4,True,False,1,-1,True,True,True,True,6,False,True,1,7,16,0.69,-0.36,-1.0,-1.0,-1.0,12.25,BTTS,Ambas_Marcam,12.25,Média,⚠️ Risco empate 50%,12.25,12.353499999999999,CONFIANÇA MÉDIA,1.0,⚠️ Risco empate 50%,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.25 | Ajuste_xG=+0.06 | Penal_risco_emp=-0.16 | IVR_Total=12.35
2026-03-07,12:00,Inglaterra_3,36,Blackpool,Wigan Athletic,Sem_Entrada,—,0.29,0.06,0.62,0.53,0.52,0.29,0.44,0.59,0.39,0.29,0.12000000000000005,0.7800000000000002,-0.42999999999999994,-0.55,0.41,0.24,0.35,0.12,0.41,0.47,20,19,13,21,0.59,0.47,0.53,0.71,17,17,0.8799999999999999,0.47,0.41,0.53,0.62,17,2.98,False,True,True,False,True,False,6,True,True,True,False,3,-1,False,True,False,False,True,False,4,False,False,False,False,0,-1,False,True,True,False,4,True,True,2,-1,True,True,True,True,6,False,True,1,7,8,0.06,-0.35,-1.0,-1.0,-1.0,12.25,BTTS,Ambas_Marcam,12.25,Média,⚠️ Risco empate 41%,12.25,12.336374999999999,CONFIANÇA MÉDIA,1.0,⚠️ Risco empate 41%,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.14 | Ajuste_xG=+0.15 | Penal_risco_emp=-0.13 | Penal_CS_OverBTTS=-0.07 | IVR_Total=12.34
2026-03-08,11:00,Italia_2,29,Frosinone,Sampdoria,Over_25,Alta,0.38,0.07,0.68,0.77,0.54,0.57,0.71,0.77,0.32,0.29,0.19999999999999996,1.4900000000000002,0.49,-0.040000000000000036,0.54,0.31,0.15,0.07,0.36,0.57,3,13,5,18,0.69,0.43,0.54,0.71,13,14,1.1099999999999999,0.22,0.36,0.5599999999999999,0.625,13,2.5300000000000002,True,True,True,False,True,False,8,True,True,True,True,4,-1,False,False,False,False,True,False,2,False,False,False,False,0,-1,True,True,False,False,4,True,False,1,-1,True,True,True,True,6,False,True,1,7,13,0.39,-0.49999999999999994,-1.0,-1.0,-1.0,12.25,BTTS,Ambas_Marcam,12.25,Média,⚠️ Risco empate 36%,12.25,12.33625,CONFIANÇA MÉDIA,1.0,⚠️ Risco empate 36%,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.26 | Penal_risco_emp=-0.11 | Penal_CS_OverBTTS=-0.09 | IVR_Total=12.34
2026-03-06,16:00,Holanda_2,30,Helmond Sport,Oss,Amb_Sim,Alta,0.27,0.21,0.52,0.6,0.66,0.64,0.41,0.53,0.45,0.36,0.13999999999999996,0.9100000000000001,-0.09000000000000008,-0.9200000000000002,0.47,0.2,0.33,0.21,0.43,0.36,16,19,7,13,0.73,0.29,0.73,0.57,15,14,0.83,0.54,0.43,0.51,0.6499999999999999,14,3.0100000000000002,True,False,False,False,True,False,4,True,True,True,False,3,-1,False,False,False,False,True,False,2,False,False,True,False,1,-1,False,True,True,False,4,True,True,2,-1,True,True,True,True,6,False,True,1,7,6,0.13999999999999996,-0.15,-1.0,-1.0,-1.0,12.25,BTTS,Ambas_Marcam,12.25,Média,⚠️ Risco empate 43%,12.25,12.334875,CONFIANÇA MÉDIA,1.0,⚠️ Risco empate 43%,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.16 | Ajuste_xG=+0.15 | Penal_risco_emp=-0.13 | Penal_CS_OverBTTS=-0.10 | IVR_Total=12.33
2026-03-08,10:30,Holanda_1,26,Fortuna Sittard,Telstar,Back_Casa,Alta,0.25,0.25,0.24,0.5,0.44,0.5,0.44,0.75,0.48,0.42,0.13999999999999996,0.9300000000000002,-0.04999999999999982,-0.81,0.5,0.25,0.25,0.17,0.33,0.5,10,17,8,14,0.67,0.33,0.75,0.5,12,12,1.0,0.42000000000000004,0.33,0.5,0.625,12,2.86,True,True,True,False,True,False,8,True,True,True,False,3,-1,False,False,False,False,True,False,2,False,False,True,False,1,-1,False,True,True,False,4,True,True,2,-1,True,True,True,True,6,False,True,1,7,6,0.25,-0.32999999999999996,-1.0,-1.0,-1.0,12.25,BTTS,Ambas_Marcam,12.25,Média,✓ Sem alertas,12.25,12.327125,CONFIANÇA MÉDIA,1.0,✓ Sem alertas,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.17 | Ajuste_xG=+0.11 | Penal_risco_emp=-0.10 | Penal_CS_OverBTTS=-0.10 | IVR_Total=12.33
2026-03-08,15:30,Italia_2,29,Pescara,Bari 1908,Amb_Sim,Alta,0.07,0.21,0.39,0.29,0.5,0.5,0.46,0.29,0.32,0.36,0.10000000000000003,0.56,0.18999999999999995,-0.72,0.21,0.36,0.43,0.14,0.36,0.5,20,17,19,15,0.57,0.5,0.64,0.5,14,14,0.71,0.5700000000000001,0.36,0.5349999999999999,0.5700000000000001,14,2.91,False,True,False,False,True,False,4,True,True,False,True,3,-1,False,True,False,False,True,False,4,False,False,True,False,1,-1,False,True,True,False,4,True,True,2,-1,True,True,True,True,6,False,True,1,7,-4,-0.22,-0.36,-1.0,-1.0,-1.0,12.25,BTTS,Ambas_Marcam,12.25,Média,⚠️ Risco empate 36%,12.25,12.314,CONFIANÇA MÉDIA,1.0,⚠️ Risco empate 36%,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.11 | Ajuste_xG=+0.13 | Penal_risco_emp=-0.11 | Penal_CS_OverBTTS=-0.06 | IVR_Total=12.31
2026-03-08,12:15,Espanha_2,29,FC Andorra,Sporting Gijón,Sem_Entrada,—,0.23,0.23,0.57,0.54,0.57,0.54,0.43,0.38,0.5,0.46,0.10000000000000003,0.6400000000000001,0.51,-0.48,0.31,0.38,0.31,0.38,0.08,0.54,12,9,17,12,0.54,0.46,0.77,0.54,13,13,0.8500000000000001,0.69,0.38,0.5,0.655,13,2.99,False,True,True,False,True,False,6,True,True,True,True,4,-1,False,False,False,False,True,False,2,False,False,True,False,1,-1,False,True,True,False,4,True,True,2,-1,True,True,True,True,6,False,True,1,7,-5,0.0,-0.16000000000000003,-1.0,-1.0,-1.0,12.25,BTTS,Ambas_Marcam,12.25,Média,⚠️ Risco empate 38%,12.25,12.30175,CONFIANÇA MÉDIA,1.0,⚠️ Risco empate 38%,Base(Score_Escolhido)=12.25 | Ajuste_deltas=+0.12 | Ajuste_xG=+0.15 | Penal_risco_emp=-0.12 | Penal_CS_OverBTTS=-0.09 | IVR_Total=12.30
